pixel_id,date,qa_mode,method,albedo,glacier_fraction,ndsi,solar_zenith,elevation,slope,aspect,longitude,latitude,tile_h,tile_v,pixel_row,pixel_col,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07
9073025950,2014-06-01,renoriginal,MOD09GA,0.33437213523691234,0.9692000000002198,0.7767702936096718,30.240000000000002,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.3995,0.3269,0.4097,0.41150000000000003,0.0993,0.0517,0.0414
9075025945,2014-06-01,renoriginal,MOD09GA,0.30377185653078137,0.6586666666677538,0.7786654135338347,30.23,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.3628,0.29350000000000004,0.3896,0.3785,0.09530000000000001,0.0471,0.0366
9073025950,2014-06-06,renoriginal,MOD09GA,0.5148252714346979,0.9692000000002198,0.6336996336996337,34.85,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.6807000000000001,0.638,0.6218,0.669,0.381,0.15,0.0878
9075025945,2014-06-06,renoriginal,MOD09GA,0.5123103619149358,0.6586666666677538,0.7120971238618297,29.490000000000002,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.5916,0.5573,0.5920000000000001,0.5923,0.29200000000000004,0.09960000000000001,0.0427
9073025950,2014-06-09,renoriginal,MOD09GA,0.517575565129703,0.9692000000002198,0.5509574604806581,31.900000000000002,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.5999,0.5618000000000001,0.5812,0.6034,0.3946,0.17470000000000002,0.1013
9075025945,2014-06-09,renoriginal,MOD09GA,0.6743305119295344,0.6586666666677538,0.6626304801670146,31.900000000000002,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.8026000000000001,0.7395,0.7531,0.7964,0.43470000000000003,0.16160000000000002,0.0868
9075025945,2014-06-18,renoriginal,MOD09GA,0.4891083325765498,0.6586666666677538,0.9201543484713564,32.13,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.6379,0.5207,0.612,0.6469,0.11410000000000001,0.0269,0.0247
9075025945,2014-06-19,renoriginal,MOD09GA,0.3701274835321316,0.6586666666677538,0.8910521140609637,29.42,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.4758,0.37070000000000003,0.46900000000000003,0.4808,0.0799,0.027700000000000002,0.0155
9075025945,2014-06-20,renoriginal,MOD09GA,0.4223780509218013,0.6586666666677538,0.7833306464613895,33.27,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.5437000000000001,0.4385,0.5255000000000001,0.5531,0.20750000000000002,0.06720000000000001,0.0465
9073025950,2014-06-22,renoriginal,MOD09GA,0.27179172844400445,0.9692000000002198,0.729268922758977,28.77,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.3325,0.273,0.3226,0.3347,0.0911,0.0524,0.040600000000000004
9075025945,2014-06-22,renoriginal,MOD09GA,0.3004234015279173,0.6586666666677538,0.8394303952860299,28.77,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.3682,0.2979,0.37610000000000005,0.37460000000000004,0.11460000000000001,0.0327,0.024300000000000002
