pixel_id,date,qa_mode,method,albedo,glacier_fraction,ndsi,solar_zenith,elevation,slope,aspect,longitude,latitude,tile_h,tile_v,pixel_row,pixel_col,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07
9075025945,2002-06-03,renoriginal,MOD09GA,0.43632817888391784,0.6586666666677538,0.782809917355372,29.97,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.5224,0.4446,0.5366000000000001,0.5393,0.1875,0.06570000000000001,0.039900000000000005
9073025950,2002-06-05,renoriginal,MOD09GA,0.4839055579198595,0.9692000000002198,0.5959019582414732,34.82,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.6086,0.5669000000000001,0.6201,0.6153000000000001,0.3972,0.1558,0.06860000000000001
9075025945,2002-06-05,renoriginal,MOD09GA,0.5874100962199694,0.6586666666677538,0.6470733514448012,29.6,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.6587000000000001,0.6247,0.6671,0.6669,0.4302,0.1429,0.0613
9075025945,2002-06-11,renoriginal,MOD09GA,0.4098689977028837,0.6586666666677538,0.9269406392694063,29.86,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.5092,0.3967,0.5349,0.5486,0.09820000000000001,0.020800000000000003,0.0082
9075025945,2002-06-13,renoriginal,MOD09GA,0.4886044988497214,0.6586666666677538,0.9493596349182982,30.400000000000002,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.6359,0.4802,0.6313000000000001,0.6621,0.0849,0.0172,0.0106
9075025945,2002-06-14,renoriginal,MOD09GA,0.27602884057856697,0.6586666666677538,0.7986881937436933,28.93,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.33530000000000004,0.265,0.3564,0.35650000000000004,0.0848,0.039900000000000005,0.0315
9075025945,2002-06-15,renoriginal,MOD09GA,0.5647740907106219,0.6586666666677538,0.37896995708154513,31.14,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.6385000000000001,0.5760000000000001,0.6195,0.6426000000000001,0.3589,0.2894,0.21350000000000002
9075025945,2002-06-16,renoriginal,MOD09GA,0.3526817010988043,0.6586666666677538,0.8713105076741441,29.05,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.4465,0.33680000000000004,0.45880000000000004,0.47550000000000003,0.08420000000000001,0.0327,0.0235
9073025950,2002-06-24,renoriginal,MOD09GA,0.351594055997108,0.9692000000002198,0.8830409356725147,31.67,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.4732,0.3446,0.4676,0.49910000000000004,0.0829,0.031,0.021500000000000002
9075025945,2002-06-26,renoriginal,MOD09GA,0.3466301196596806,0.6586666666677538,0.880830001903674,32.8,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.468,0.3332,0.4657,0.49400000000000005,0.08360000000000001,0.0313,0.0229
9075025945,2002-07-06,renoriginal,MOD09GA,0.4663885576857218,0.6586666666677538,0.9162702188392008,30.87,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.597,0.4882,0.5750000000000001,0.6042000000000001,0.1061,0.0264,0.015000000000000001
9073025950,2002-07-07,renoriginal,MOD09GA,0.24106688065188778,0.9692000000002198,0.7334089619965968,29.67,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.29460000000000003,0.2335,0.2893,0.30560000000000004,0.0775,0.047,0.0367
9075025945,2002-07-07,renoriginal,MOD09GA,0.23733894212118134,0.6586666666677538,0.7753581661891117,29.67,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.2933,0.231,0.3007,0.3098,0.07400000000000001,0.0392,0.0297
9073025950,2002-07-09,renoriginal,MOD09GA,0.1989997634584997,0.9692000000002198,0.5511705685618729,30.07,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.2335,0.19540000000000002,0.2233,0.23190000000000002,0.08610000000000001,0.0671,0.0531
9075025945,2002-07-09,renoriginal,MOD09GA,0.26370276341758164,0.6586666666677538,0.8241370622323004,30.060000000000002,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.3346,0.23370000000000002,0.35250000000000004,0.36200000000000004,0.0658,0.0349,0.023200000000000002
9073025950,2002-07-10,renoriginal,MOD09GA,0.25403699159272924,0.9692000000002198,0.8432327166504381,33.03,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.3497,0.2207,0.3618,0.3786,0.0522,0.0322,0.024900000000000002
9073025950,2002-07-11,renoriginal,MOD09GA,0.23586729742347032,0.9692000000002198,0.8045692265345443,30.66,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.29550000000000004,0.17930000000000001,0.3164,0.32780000000000004,0.052500000000000005,0.035500000000000004,0.0285
9073025950,2002-07-12,renoriginal,MOD09GA,0.2053990576623032,0.9692000000002198,0.7165437302423603,34.35,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.3068,0.20370000000000002,0.3063,0.32580000000000003,0.07440000000000001,0.0538,0.0459
9073025950,2002-07-22,renoriginal,MOD09GA,0.27379555697657193,0.9692000000002198,0.8762414056531704,33.36,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.3442,0.234,0.3507,0.3684,0.0446,0.024300000000000002,0.0134
9073025950,2002-07-23,renoriginal,MOD09GA,0.15157609432053257,0.9692000000002198,0.5049664429530201,37.980000000000004,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.27740000000000004,0.2243,0.24830000000000002,0.2803,0.1087,0.0922,0.0763
9075025945,2002-07-23,renoriginal,MOD09GA,0.1566232875570336,0.6586666666677538,0.6281236764083016,32.230000000000004,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.18780000000000002,0.1554,0.18660000000000002,0.1922,0.0651,0.0439,0.033800000000000004
9073025950,2002-07-24,renoriginal,MOD09GA,0.24956595984900734,0.9692000000002198,0.43713733075435207,34.5,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.2898,0.22940000000000002,0.2891,0.2972,0.14020000000000002,0.1164,0.0891
9073025950,2002-07-28,renoriginal,MOD09GA,0.2184652697613501,0.9692000000002198,0.6843427996984166,37.24,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.318,0.2225,0.32430000000000003,0.3351,0.0889,0.06280000000000001,0.0458
9075025945,2002-08-08,renoriginal,MOD09GA,0.1686428547349661,0.6586666666677538,0.6462809917355372,36.19,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.1922,0.16240000000000002,0.2016,0.19920000000000002,0.07400000000000001,0.042800000000000005,0.032600000000000004
9073025950,2002-08-12,renoriginal,MOD09GA,0.23911747330530647,0.9692000000002198,0.7545018007202882,37.79,2167,13.859669,336.12576,-117.2511321858087,52.19481059482418,-11725,5219,9073,25950,0.2748,0.21630000000000002,0.2781,0.2923,0.0632,0.0409,0.030000000000000002
9075025945,2002-08-12,renoriginal,MOD09GA,0.15297869091384725,0.6586666666677538,0.5614334470989761,37.79,2270,7.624438,45.64385,-117.26408763305008,52.18581738890158,-11726,5219,9075,25945,0.1698,0.14020000000000002,0.17880000000000001,0.183,0.07200000000000001,0.0514,0.0409
